"Report Date","Time Scrapped","Part No","Part Type","Material","Serial No","Operation","Quantity","Weight","Scrap Reason","Workcenter","Location","Cavity Code","Coordinate","Unit Cost","Extended Cost","Note"
"3/12/2026","1:21 AM","9-050-010-485","MAG - BRACKETS",,"MLT8003625","Cell Assembly FG","1","3.33","M02-Cracked at Machining","AV T1XX BRKT 248","Dock-SH-C32",,,"$27.99","$27.99",
"3/12/2026","1:28 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8003614","Die Cast Part Shot","1","4.50","D04-Crack","DCM W1 121","MA DRDX 204",,,"$18.06","$18.06","34"
"3/12/2026","1:42 AM","9-050-010-485","MAG - BRACKETS",,"MLT8003625","Cell Assembly FG","1","3.33","M01-Porosity","AV T1XX BRKT 248","Dock-SH-C32",,,"$27.99","$27.99",
"3/12/2026","1:46 AM","9-176-022-424W","TRANSFER CASES",,"MLT8003652","Die Cast Part Shot","1","7.92","D19-Broken Biscuit","DCM B7 112","Transit Makino WIP",,,"$36.70","$36.70","FO APPROVED"
"3/12/2026","1:50 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8003658","Die Cast Part Shot","1","13.51","D01-Start-up Scrap","DCM E2 120","WRIGHT STREET YARD",,,"$54.91","$54.91",
"3/12/2026","1:50 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8003658","Die Cast Part Shot","2","27.02","D06-Trim Damage","DCM E2 120","WRIGHT STREET YARD",,,"$54.91","$109.82",
"3/12/2026","1:56 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8003653","Die Cast Part Shot","1","4.50","D06-Trim Damage","DCM W1 121","MA DRDX 204",,,"$18.06","$18.06","34"
"3/12/2026","1:57 AM","8-072-017-439W","MAG - MRS/FOD/FEC/BOLSTERS",,"MLT8003630","Die Cast Part Shot","10","20.80","D06-Trim Damage","DCM B4 112","MAG030-C",,,"$9.32","$93.24",
"3/12/2026","2:02 AM","9-073-022-461W","TRANSFER CASES",,"MLT8003699","Die Cast Part Shot","2","20.95","D01-Start-up Scrap","DCM W2 121","WIP Makino 14-15",,,"$37.01","$74.01","cav 10"
"3/12/2026","2:13 AM","9-073-022-463","TRANSFER CASES",,"MLT8003714","Leak Test FG","2","13.04","O10 - Die Cast Test Part","LT-P702 Cover 214","LT-P702 Cover 214",,,"$32.69","$65.37",
"3/12/2026","2:13 AM","9-073-022-463","TRANSFER CASES",,"MLT8003715","Leak Test FG","1","6.52","M01-Porosity","LT-P702 Cover 214","LT-P702 Cover 214",,,"$32.69","$32.69",
"3/12/2026","2:16 AM","9-050-010-485","MAG - BRACKETS",,"MLT8003707","Cell Assembly FG","2","6.65","M02-Cracked at Machining","AV T1XX BRKT 248","Dock-SH-C32",,,"$27.99","$55.97",
"3/12/2026","2:57 AM","9-073-022-463W","TRANSFER CASES",,"MLT8003752","Die Cast Part Shot","2","13.04","D01-Start-up Scrap","DCM A7 116","WIP Makino 3-4",,,"$22.14","$44.29","Cav 9"
"3/12/2026","2:57 AM","9-073-022-463W","TRANSFER CASES",,"MLT8003753","Die Cast Part Shot","1","6.52","D01-Start-up Scrap","DCM A7 116","WIP Makino 1-2",,,"$22.14","$22.14","Cav 10"
"3/12/2026","2:57 AM","8-072-017-439W","MAG - MRS/FOD/FEC/BOLSTERS",,"MLT8003751","Die Cast Part Shot","6","12.48","D06-Trim Damage","DCM B4 112","MAG030-C",,,"$9.32","$55.94",
"3/12/2026","3:00 AM","9-073-022-463","TRANSFER CASES",,"MLT8003734","Leak Test FG","3","19.56","M01-Porosity","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$98.06",
"3/12/2026","3:12 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003772","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/12/2026","3:13 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003772","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/12/2026","3:17 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003772","Die Cast Part Shot (FG)","1","10.99","D04-Crack","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/12/2026","3:39 AM","9-072-022-422","TRANSFER CASES",,"MLT8003786","Machining Pierce Part (1)","4","14.36","M22-Targeting","CNC Makino21 215","CNC Makino21 215",,,"$22.03","$88.11",
"3/12/2026","3:39 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8003774","Die Cast Part Shot","1","4.50","D06-Trim Damage","DCM W1 121","MA DRDX 204",,,"$18.06","$18.06","34"
"3/12/2026","3:44 AM","9-072-022-422","TRANSFER CASES",,"MLT8003793","Machining Pierce Part (1)","6","21.54","M22-Targeting","CNC Makino21 215","CNC Makino21 215",,,"$22.03","$132.17",
"3/12/2026","3:45 AM","9-085-016-433IP","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003794","Die Cast Part Shot","2","17.58","D01-Start-up Scrap","DCM A8 118","MA Mazak 240",,,"$33.52","$67.04","Cav.A"
"3/12/2026","3:45 AM","9-085-010-434","MAG - BRACKETS",,"MLT8001304","Die Cast Part Shot","2","0.82","D01-Start-up Scrap","DCM A8 118","MA Mazak 240",,,"$2.58","$5.16","Cav.A"
"3/12/2026","3:45 AM","9-085-010-435","MAG - BRACKETS",,"MLT8002621","Die Cast Part Shot","2","1.34","D01-Start-up Scrap","DCM A8 118","MA Mazak 240",,,"$1.54","$3.07","Cav.A"
"3/12/2026","3:48 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003772","Die Cast Part Shot (FG)","2","21.98","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$96.09",
"3/12/2026","3:57 AM","8-072-017-439W","MAG - MRS/FOD/FEC/BOLSTERS",,"MLT8003751","Die Cast Part Shot","5","10.40","D06-Trim Damage","DCM B4 112","MAG030-C",,,"$9.32","$46.62",
"3/12/2026","3:59 AM","9-086-016-470IP","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003801","Die Cast Part Shot","2","24.02","D01-Start-up Scrap","DCM W4 122","WRIGHT STREET YARD",,,"$53.84","$107.67","wait for  first off"
"3/12/2026","4:00 AM","9-086-016-470IP","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003801","Die Cast Part Shot","1","12.01","D32-Robot Mishandle","DCM W4 122","WRIGHT STREET YARD",,,"$53.84","$53.84","wait for  first off"
"3/12/2026","4:00 AM","9-086-016-470IP","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003801","Die Cast Part Shot","1","12.01","D19-Broken Biscuit","DCM W4 122","WRIGHT STREET YARD",,,"$53.84","$53.84","wait for  first off"
"3/12/2026","4:00 AM","9-086-016-470IP","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003801","Die Cast Part Shot","6","72.07","D04-Crack","DCM W4 122","WRIGHT STREET YARD",,,"$53.84","$323.01","wait for  first off"
"3/12/2026","4:01 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8003808","Die Cast Part Shot","1","13.51","D04-Crack","DCM E2 120","WRIGHT STREET YARD",,,"$54.91","$54.91",
"3/12/2026","4:01 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8003808","Die Cast Part Shot","2","27.02","D06-Trim Damage","DCM E2 120","WRIGHT STREET YARD",,,"$54.91","$109.82",
"3/12/2026","4:05 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003812","Die Cast Part Shot (FG)","2","21.98","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$96.09",
"3/12/2026","4:40 AM","9-073-022-463W","TRANSFER CASES",,"MLT8003843","Die Cast Part Shot","1","6.52","D41-Etched Barcode","DCM A7 116","WIP Makino 1-2",,,"$22.14","$22.14","Cav 10"
"3/12/2026","4:45 AM","9-176-022-424W","TRANSFER CASES",,"MLT8003800","Die Cast Part Shot","2","15.83","D01-Start-up Scrap","DCM B7 112","Transit Makino WIP",,,"$36.70","$73.41","FO APPROVED"
"3/12/2026","4:45 AM","9-176-022-424W","TRANSFER CASES",,"MLT8003800","Die Cast Part Shot","2","15.83","D19-Broken Biscuit","DCM B7 112","Transit Makino WIP",,,"$36.70","$73.41","FO APPROVED"
"3/12/2026","4:57 AM","9-073-022-463","TRANSFER CASES",,"MLT8003845","Leak Test FG","1","6.52","M01-Porosity","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$32.69",
"3/12/2026","4:57 AM","9-073-022-463","TRANSFER CASES",,"MLT8003845","Leak Test FG","2","13.04","D25-Leaker","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$65.37",
"3/12/2026","4:57 AM","9-073-022-463","TRANSFER CASES",,"MLT8003845","Leak Test FG","1","6.52","D02-Incomplete Fill/Cold Shut/Cold Flow","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$32.69",
"3/12/2026","5:01 AM","8-072-017-439W","MAG - MRS/FOD/FEC/BOLSTERS",,"MLT8003834","Die Cast Part Shot","3","6.24","D06-Trim Damage","DCM B4 112","MAG030-C",,,"$9.32","$27.97",
"3/12/2026","5:03 AM","9-072-022-421W","TRANSFER CASES",,"MLT8003862","Die Cast Part Shot","3","22.58","D01-Start-up Scrap","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$93.88","CAV 7"
"3/12/2026","5:03 AM","9-072-022-421W","TRANSFER CASES",,"MLT8003862","Die Cast Part Shot","3","22.58","D32-Robot Mishandle","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$93.88","CAV 7"
"3/12/2026","5:16 AM","8-073-022-225","TRANSFER CASES",,"MLT8003867","Die Cast Part Shot","20","135.20","D07-Die Lube/Black Part","DCM A5 116","CNC Makino06 214",,,"$24.22","$484.39","11 - Requires CMM Verification"
"3/12/2026","5:16 AM","8-073-022-225","TRANSFER CASES",,"MLT8003868","Die Cast Part Shot","20","135.20","D07-Die Lube/Black Part","DCM A5 116","WIP Makino 5-6",,,"$24.22","$484.39","12 - Requires CMM Verification"
"3/12/2026","5:17 AM","8-073-022-225","TRANSFER CASES",,"MLT8003867","Die Cast Part Shot","3","20.28","D26-Stuck Casting","DCM A5 116","CNC Makino06 214",,,"$24.22","$72.66","11 - Requires CMM Verification"
"3/12/2026","5:17 AM","8-073-022-225","TRANSFER CASES",,"MLT8003868","Die Cast Part Shot","3","20.28","D26-Stuck Casting","DCM A5 116","WIP Makino 5-6",,,"$24.22","$72.66","12 - Requires CMM Verification"
"3/12/2026","5:25 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003865","Die Cast Part Shot (FG)","1","10.99","D04-Crack","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/12/2026","5:25 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003865","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/12/2026","5:55 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8003876","Die Cast Part Shot","2","8.99","D04-Crack","DCM W1 121","MA DRDX 204",,,"$18.06","$36.13","34"
"3/12/2026","5:56 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003865","Die Cast Part Shot (FG)","2","21.98","D04-Crack","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$96.09",
"3/12/2026","5:57 AM","9-072-022-421W","TRANSFER CASES",,"MLT8003880","Die Cast Part Shot","12","90.31","D07-Die Lube/Black Part","DCM A3 116","DCM A3 116",,,"$31.29","$375.50","6"
"3/12/2026","6:00 AM","9-072-022-422","TRANSFER CASES",,"MLT8003886","Leak Test FG","4","14.16","D25-Leaker","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$103.82",
"3/12/2026","6:00 AM","9-072-022-422","TRANSFER CASES",,"MLT8003886","Leak Test FG","1","3.54","M03-Handling Damage","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/12/2026","6:04 AM","9-072-022-422","TRANSFER CASES",,"MLT8003898","Machining Pierce Part (1)","2","7.18","M22-Targeting","CNC Makino21 215","CNC Makino21 215",,,"$22.03","$44.06",
"3/12/2026","6:11 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003904","Die Cast Part Shot (FG)","1","10.99","D04-Crack","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/12/2026","6:11 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003904","Die Cast Part Shot (FG)","1","10.99","D04-Crack","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/12/2026","6:13 AM","8-073-022-225","TRANSFER CASES",,"MLT8003867","Die Cast Part Shot","2","13.52","D06-Trim Damage","DCM A5 116","CNC Makino06 214",,,"$24.22","$48.44","11 - Requires CMM Verification"
"3/12/2026","6:13 AM","8-073-022-225","TRANSFER CASES",,"MLT8003868","Die Cast Part Shot","2","13.52","D07-Die Lube/Black Part","DCM A5 116","WIP Makino 5-6",,,"$24.22","$48.44","12 - Requires CMM Verification"
"3/12/2026","6:17 AM","9-072-022-421","TRANSFER CASES",,"MLT8003907","Machining Pierce Part (1)","16","111.06","M22-Targeting","CNC Makino17 215","CD6 Parts Conveyor",,,"$36.52","$584.34",
"3/12/2026","6:20 AM","9-085-016-433IP","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003909","Die Cast Part Shot","3","26.37","D01-Start-up Scrap","DCM A8 118","MA Mazak 240",,,"$33.52","$100.56","Cav.A"
"3/12/2026","6:20 AM","9-085-010-434","MAG - BRACKETS",,"MLT8001304","Die Cast Part Shot","3","1.23","D01-Start-up Scrap","DCM A8 118","MA Mazak 240",,,"$2.58","$7.75","Cav.A"
"3/12/2026","6:20 AM","9-085-010-435","MAG - BRACKETS",,"MLT8002621","Die Cast Part Shot","3","2.01","D01-Start-up Scrap","DCM A8 118","MA Mazak 240",,,"$1.54","$4.61","Cav.A"
"3/12/2026","6:20 AM","9-085-016-433IP","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003909","Die Cast Part Shot","2","17.58","D06-Trim Damage","DCM A8 118","MA Mazak 240",,,"$33.52","$67.04","Cav.A"
"3/12/2026","6:20 AM","9-085-010-434","MAG - BRACKETS",,"MLT8001304","Die Cast Part Shot","2","0.82","D06-Trim Damage","DCM A8 118","MA Mazak 240",,,"$2.58","$5.16","Cav.A"
"3/12/2026","6:20 AM","9-085-010-435","MAG - BRACKETS",,"MLT8002621","Die Cast Part Shot","2","1.34","D06-Trim Damage","DCM A8 118","MA Mazak 240",,,"$1.54","$3.07","Cav.A"
"3/12/2026","6:28 AM","9-072-022-421","TRANSFER CASES",,"MLT8003912","Cell Assembly FG","9","61.29","M13-Mis-Load","LT-CD6 Explorer Case 215","Dock-SH-C32",,,"$41.80","$376.24","parts need to be marpossed by stratoshpere as parts are to cold."
"3/12/2026","6:28 AM","9-072-022-421","TRANSFER CASES",,"MLT8003912","Cell Assembly FG","2","13.62","D34-Porosity","LT-CD6 Explorer Case 215","Dock-SH-C32",,,"$41.80","$83.61","parts need to be marpossed by stratoshpere as parts are to cold."
"3/12/2026","6:30 AM","9-072-022-422","TRANSFER CASES",,"MLT8003886","Leak Test FG","1","3.54","M01-Porosity","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/12/2026","6:30 AM","9-072-022-422","TRANSFER CASES",,"MLT8003886","Leak Test FG","2","3.54","D25-Leaker","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$51.91",
"3/12/2026","6:32 AM","9-081-010-480","MAG - BRACKETS",,"MLT8003744","Machining Pierce Part (Final)","3","10.20","D07-Die Lube/Black Part","M MDX TYA REB 249","MA MDX TYA REB 249",,,"$28.13","$84.40",
"3/12/2026","6:32 AM","9-072-022-422","TRANSFER CASES",,"MLT8003886","Leak Test FG","1","3.54","M03-Handling Damage","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/12/2026","6:32 AM","9-081-010-480","MAG - BRACKETS",,"MLT8003744","Machining Pierce Part (Final)","1","3.40","D06-Trim Damage","M MDX TYA REB 249","MA MDX TYA REB 249",,,"$28.13","$28.13",
"3/12/2026","6:43 AM","9-072-022-422","TRANSFER CASES",,"MLT8003936","Machining Pierce Part (1)","2","7.18","M22-Targeting","CNC Makino21 215","CNC Makino21 215",,,"$22.03","$44.06",
"3/12/2026","6:44 AM","9-073-022-461","TRANSFER CASES",,"MLT8003931","Leak Test FG","7","74.20","D25-Leaker","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$309.19",
"3/12/2026","6:44 AM","9-073-022-463","TRANSFER CASES",,"MLT8003917","Leak Test FG","7","45.64","M01-Porosity","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$228.81",
"3/12/2026","6:44 AM","9-073-022-461","TRANSFER CASES",,"MLT8003931","Leak Test FG","1","10.60","M03-Handling Damage","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$44.17",
"3/12/2026","6:44 AM","9-073-022-463","TRANSFER CASES",,"MLT8003917","Leak Test FG","3","19.56","D25-Leaker","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$98.06",
"3/12/2026","6:44 AM","9-073-022-461","TRANSFER CASES",,"MLT8003931","Leak Test FG","1","10.60","D15-Sinks","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$44.17",
"3/12/2026","6:44 AM","9-073-022-463","TRANSFER CASES",,"MLT8003917","Leak Test FG","1","6.52","M03-Handling Damage","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$32.69",
"3/12/2026","6:44 AM","9-073-022-461","TRANSFER CASES",,"MLT8003931","Leak Test FG","1","10.60","O10 - Die Cast Test Part","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$44.17",
"3/12/2026","6:52 AM","9-176-022-424W","TRANSFER CASES",,"MLT8003866","Die Cast Part Shot","3","23.75","D19-Broken Biscuit","DCM B7 112","Transit Makino WIP",,,"$36.70","$110.11","FO APPROVED"
"3/12/2026","6:54 AM","9-039-020-496","STEERING COLUMN COMPONENTS",,"MLT8003946","Machining Pierce Part (Final)","28","7.49","O08-Floor Gauge Rejection","M Lower Brkt 496","M Lower Brkt 496",,,"$3.72","$104.22",
"3/12/2026","6:56 AM","9-072-022-421W","TRANSFER CASES",,"MLT8003862","Die Cast Part Shot","5","37.63","D20-Broken Core","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$156.46","CAV 7 - Broken X3 Core - Sorted"
"3/12/2026","6:56 AM","9-072-022-421W","TRANSFER CASES",,"MLT8003862","Die Cast Part Shot","4","30.10","D32-Robot Mishandle","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$125.17","CAV 7 - Broken X3 Core - Sorted"
"3/12/2026","7:00 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8003951","Die Cast Part Shot","2","27.02","D04-Crack","DCM E2 120","WRIGHT STREET YARD",,,"$54.91","$109.82",
"3/12/2026","7:01 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8003951","Die Cast Part Shot","5","67.55","D06-Trim Damage","DCM E2 120","WRIGHT STREET YARD",,,"$54.91","$274.54",
"3/12/2026","7:01 AM","8-072-017-439W","MAG - MRS/FOD/FEC/BOLSTERS",,"MLT8003834","Die Cast Part Shot","4","8.32","D06-Trim Damage","DCM B4 112","MAG030-C",,,"$9.32","$37.30",
"3/12/2026","7:01 AM","8-072-017-440W","MAG - MRS/FOD/FEC/BOLSTERS",,"MLT8003952","Die Cast Part Shot","1","2.29","D06-Trim Damage","DCM B4 112","DCM B4 112",,,"$9.62","$9.62",
"3/12/2026","7:02 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8003945","Die Cast Part Shot","1","4.50","D01-Start-up Scrap","DCM W1 121","MA DRDX 204",,,"$18.06","$18.06","34"
"3/12/2026","7:04 AM","9-072-022-421W","TRANSFER CASES",,"MLT8003862","Die Cast Part Shot","2","15.05","D06-Trim Damage","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$62.58","CAV 7 - Broken X3 Core - Sorted"
"3/12/2026","7:05 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003957","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/12/2026","7:07 AM","9-086-016-470IP","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8003959","Die Cast Part Shot","2","24.02","D04-Crack","DCM W4 122","WRIGHT STREET YARD",,,"$53.84","$107.67",
"3/12/2026","7:22 AM","9-034-010-425","MAG - BRACKETS",,"MLT8002899","Cell Assembly FG","4","0.60","M12-Machining Sample","MA JL Tunnel Brkt - 425","Zone 2",,,"$3.65","$14.59",
"3/12/2026","7:22 AM","9-034-010-426","MAG - BRACKETS",,"MLT8002893","Cell Assembly FG","4","0.58","M12-Machining Sample","MA JL Tunnel Brkt - 426","Zone 2",,,"$3.62","$14.46",
"3/12/2026","7:23 AM","9-037-016-482W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002966","Die Cast Part Shot","10","112.35","D04-Crack","DCM A9 118","WL Components",,,"$46.97","$469.70","Cav F - Mar 6 FO APPROVED"
"3/12/2026","7:52 AM","9-073-022-463W","TRANSFER CASES",,"MLT8003989","Die Cast Part Shot","2","13.04","D01-Start-up Scrap","DCM A7 116","WIP Makino 1-2",,,"$22.14","$44.29","Cav 10"
"3/12/2026","7:52 AM","8-073-022-225","TRANSFER CASES",,"MLT8003954","Die Cast Part Shot","2","13.52","D07-Die Lube/Black Part","DCM A5 116","CNC Makino06 214",,,"$24.22","$48.44","11 - Requires CMM Verification"
