"Report Date","Time Scrapped","Part No","Part Type","Material","Serial No","Operation","Quantity","Weight","Scrap Reason","Workcenter","Location","Cavity Code","Coordinate","Unit Cost","Extended Cost","Note"
"3/14/2026","5:46 AM","9-073-022-463W","TRANSFER CASES",,"MLT8006742","Die Cast Part Shot","1","6.52","D16-Biscuit Size","DCM A7 116","WIP Makino 1-2",,,"$22.14","$22.14","Cav 10"
"3/14/2026","6:01 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8006757","Die Cast Part Shot","2","8.99","D01-Start-up Scrap","DCM W1 121","Zone 2",,,"$18.06","$36.13","34"
"3/14/2026","6:01 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8006757","Die Cast Part Shot","3","13.49","D04-Crack","DCM W1 121","Zone 2",,,"$18.06","$54.19","34"
"3/14/2026","6:17 AM","9-072-022-421W","TRANSFER CASES",,"MLT8006764","Die Cast Part Shot","1","7.53","D32-Robot Mishandle","DCM A4 116","Trailer Dock C27",,,"$31.29","$31.29","CAV 7"
"3/14/2026","6:43 AM","9-072-022-422","TRANSFER CASES",,"MLT8006773","Leak Test FG","2","7.08","D25-Leaker","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$51.91",
"3/14/2026","6:43 AM","9-072-022-422","TRANSFER CASES",,"MLT8006773","Leak Test FG","1","3.54","M03-Handling Damage","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/14/2026","6:43 AM","9-073-022-461","TRANSFER CASES",,"MLT8006767","Leak Test FG","10","106.00","D25-Leaker","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$441.70",
"3/14/2026","6:43 AM","9-073-022-461","TRANSFER CASES",,"MLT8006767","Leak Test FG","1","10.60","D15-Sinks","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$44.17",
"3/14/2026","6:43 AM","9-073-022-461","TRANSFER CASES",,"MLT8006767","Leak Test FG","2","21.20","D35-Barcode Label","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$88.34",
"3/14/2026","6:43 AM","9-073-022-461","TRANSFER CASES",,"MLT8006767","Leak Test FG","2","21.20","O14-Incomplete Operation","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$88.34",
"3/14/2026","6:44 AM","9-073-022-461","TRANSFER CASES",,"MLT8006767","Leak Test FG","1","10.60","M03-Handling Damage","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$44.17",
"3/14/2026","7:01 AM","9-072-022-422W","TRANSFER CASES",,"MLT8006744","Die Cast Part Shot","5","19.87","D07-Die Lube/Black Part","DCM A5 116","CD6 Exp Cover Wip",,,"$16.89","$84.46","cav 7"
"3/14/2026","7:02 AM","9-072-022-421W","TRANSFER CASES",,"MLT8006788","Die Cast Part Shot","1","7.53","D32-Robot Mishandle","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$31.29","CAV 7"
"3/14/2026","7:14 AM","9-072-022-421W","TRANSFER CASES",,"MLT8006788","Die Cast Part Shot","1","7.53","D01-Start-up Scrap","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$31.29","CAV 7"
"3/14/2026","7:54 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8006802","Die Cast Part Shot","1","4.50","D06-Trim Damage","DCM W1 121","Zone 2",,,"$18.06","$18.06","34"
"3/14/2026","8:06 AM","9-073-022-463","TRANSFER CASES",,"MLT8006580","Leak Test FG","1","6.52","D15-Sinks","LT-P702 Cover 214","Zone 2",,,"$32.69","$32.69",
"3/14/2026","8:06 AM","9-073-022-463","TRANSFER CASES",,"MLT8006580","Leak Test FG","1","6.52","M01-Porosity","LT-P702 Cover 214","Zone 2",,,"$32.69","$32.69",
"3/14/2026","8:15 AM","9-073-022-463","TRANSFER CASES",,"MLT8006819","Leak Test FG","1","6.52","M01-Porosity","LT-P702 Cover 214","Zone 2",,,"$32.69","$32.69",
"3/14/2026","8:33 AM","9-073-022-463W","TRANSFER CASES",,"MLT8006830","Die Cast Part Shot","1","6.52","D19-Broken Biscuit","DCM A7 116","WIP Makino 3-4",,,"$22.14","$22.14","Cav 9"
"3/14/2026","8:33 AM","9-073-022-463W","TRANSFER CASES",,"MLT8006831","Die Cast Part Shot","1","6.52","D19-Broken Biscuit","DCM A7 116","WIP Makino 1-2",,,"$22.14","$22.14","Cav 10"
"3/14/2026","8:54 AM","9-073-022-461","TRANSFER CASES",,"MLT8006832","Leak Test FG","2","21.20","D25-Leaker","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$88.34",
"3/14/2026","9:16 AM","9-073-022-460W","TRANSFER CASES",,"MLT8006851","Die Cast Part Shot","5","54.14","D01-Start-up Scrap","DCM A1 116","PLANT b STORAGE",,,"$38.39","$191.94","cav 3"
"3/14/2026","9:23 AM","9-073-022-461","TRANSFER CASES",,"MLT8006832","Leak Test FG","1","10.60","D25-Leaker","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$44.17",
"3/14/2026","9:43 AM","9-072-022-421W","TRANSFER CASES",,"MLT8006833","Die Cast Part Shot","2","15.05","D01-Start-up Scrap","DCM A4 116","Trailer Dock C27",,,"$31.29","$62.58","CAV 7"
"3/14/2026","10:01 AM","9-073-022-460W","TRANSFER CASES",,"MLT8006851","Die Cast Part Shot","2","21.65","D01-Start-up Scrap","DCM A1 116","PLANT b STORAGE",,,"$38.39","$76.78","cav 3"
"3/14/2026","10:02 AM","9-073-022-461","TRANSFER CASES",,"MLT8006858","Leak Test FG","2","21.20","D25-Leaker","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$88.34",
"3/14/2026","10:27 AM","9-072-022-422","TRANSFER CASES",,"MLT8006879","Leak Test FG","6","21.24","O14-Incomplete Operation","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$155.74",
"3/14/2026","10:43 AM","9-034-016-498","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8006889","Machining Pierce Part (1)","3","32.97","M06-Machine Alarm","KIRA 04","KIRA 04",,,"$54.40","$163.19",
"3/14/2026","10:46 AM","9-073-022-463W","TRANSFER CASES",,"MLT8006885","Die Cast Part Shot","1","6.52","D01-Start-up Scrap","DCM A7 116","WIP Makino 1-2",,,"$22.14","$22.14","Cav 9"
"3/14/2026","10:52 AM","9-073-022-461W","TRANSFER CASES",,"MLT8006904","Die Cast Part Shot","2","20.95","D01-Start-up Scrap","DCM W2 121","WIP Makino 14-15",,,"$37.01","$74.01","cav 10"
"3/14/2026","11:04 AM","9-073-022-460W","TRANSFER CASES",,"MLT8006907","Die Cast Part Shot","2","21.65","D19-Broken Biscuit","DCM A1 116","PLANT b STORAGE",,,"$38.39","$76.78","cav 3"
"3/14/2026","11:14 AM","9-072-022-422W","TRANSFER CASES",,"MLT8006804","Die Cast Part Shot","3","11.92","D07-Die Lube/Black Part","DCM A5 116","Trailer Dock C26",,,"$16.89","$50.68","cav 7"
"3/14/2026","11:14 AM","9-072-022-422W","TRANSFER CASES",,"MLT8006805","Die Cast Part Shot","2","7.95","D07-Die Lube/Black Part","DCM A5 116","Trailer Dock C26",,,"$16.89","$33.78","cav 8"
"3/14/2026","11:41 AM","9-073-022-461W","TRANSFER CASES",,"MLT8006914","Die Cast Part Shot","3","31.43","D01-Start-up Scrap","DCM A2 116","WIP makino 11-13",,,"$37.01","$111.02","8"
"3/14/2026","11:41 AM","9-073-022-461W","TRANSFER CASES",,"MLT8006914","Die Cast Part Shot","6","62.85","D02-Incomplete Fill/Cold Shut/Cold Flow","DCM A2 116","WIP makino 11-13",,,"$37.01","$222.03","8"
"3/14/2026","11:41 AM","9-073-022-463W","TRANSFER CASES",,"MLT8006915","Die Cast Part Shot","1","6.52","D01-Start-up Scrap","DCM A7 116","WIP Makino 1-2",,,"$22.14","$22.14","Cav 9"
"3/14/2026","11:41 AM","9-073-022-463W","TRANSFER CASES",,"MLT8006916","Die Cast Part Shot","1","6.52","D01-Start-up Scrap","DCM A7 116","WIP Makino 1-2",,,"$22.14","$22.14","Cav 10"
"3/14/2026","11:41 AM","9-073-022-461W","TRANSFER CASES",,"MLT8006914","Die Cast Part Shot","2","20.95","D04-Crack","DCM A2 116","WIP makino 11-13",,,"$37.01","$74.01","8"
"3/14/2026","11:49 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8006917","Die Cast Part Shot","2","8.99","D01-Start-up Scrap","DCM W1 121","Zone 2",,,"$18.06","$36.13","33"
"3/14/2026","11:49 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8006918","Die Cast Part Shot","2","8.99","D01-Start-up Scrap","DCM W1 121","Zone 2",,,"$18.06","$36.13","34"
"3/14/2026","12:55 PM","9-072-022-421W","TRANSFER CASES",,"MLT8006912","Die Cast Part Shot","1","7.53","D01-Start-up Scrap","DCM A4 116","Trailer Dock C27",,,"$31.29","$31.29","CAV 7"
"3/14/2026","1:06 PM","9-073-022-461M","TRANSFER CASES",,"MLT8006947","Machining Pierce Part (Final)","4","42.40","O04-Handling/Transportation Damage","CNC Makino15 214","Plant B Makino Conveyor",,,"$41.10","$164.39",
"3/14/2026","1:17 PM","9-072-022-421W","TRANSFER CASES",,"MLT8006912","Die Cast Part Shot","1","7.53","D16-Biscuit Size","DCM A4 116","Trailer Dock C27",,,"$31.29","$31.29","CAV 7"
"3/14/2026","1:35 PM","9-073-022-460W","TRANSFER CASES",,"MLT8006949","Die Cast Part Shot","5","54.14","D01-Start-up Scrap","DCM A1 116","Trailer Dock A5",,,"$38.39","$191.94","cav 3"
"3/14/2026","1:36 PM","9-073-022-460W","TRANSFER CASES",,"MLT8006949","Die Cast Part Shot","4","43.31","D06-Trim Damage","DCM A1 116","Trailer Dock A5",,,"$38.39","$153.55","cav 3"
"3/14/2026","1:59 PM","9-073-022-461W","TRANSFER CASES",,"MLT8006977","Die Cast Part Shot","4","41.90","D07-Die Lube/Black Part","DCM W2 121","WIP Makino 14-15",,,"$37.01","$148.02","cav 10"
"3/14/2026","1:59 PM","9-084-016-371W","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8006955","Die Cast Part Shot","1","13.38","D26-Stuck Casting","DCM W3 122","KIRA 07",,,"$54.18","$54.18","FO approved"
"3/14/2026","2:01 PM","9-073-022-460W","TRANSFER CASES",,"MLT8006949","Die Cast Part Shot","2","21.65","D16-Biscuit Size","DCM A1 116","Trailer Dock A5",,,"$38.39","$76.78","cav 3"
"3/14/2026","2:17 PM","9-072-022-422","TRANSFER CASES",,"MLT8004080","Machining Pierce Part (1)","4","14.36","M22-Targeting","CNC Makino21 215","CD6 Parts Conveyor",,,"$22.03","$88.11",
"3/14/2026","2:32 PM","9-072-022-421W","TRANSFER CASES",,"MLT8006950","Die Cast Part Shot","1","7.53","D01-Start-up Scrap","DCM A4 116","Trailer Dock C27",,,"$31.29","$31.29","CAV 7"
"3/14/2026","2:42 PM","9-072-022-421W","TRANSFER CASES",,"MLT8006950","Die Cast Part Shot","1","7.53","D01-Start-up Scrap","DCM A4 116","Trailer Dock C27",,,"$31.29","$31.29","CAV 7"
"3/14/2026","2:43 PM","9-073-022-461W","TRANSFER CASES",,"MLT8006995","Die Cast Part Shot","8","83.80","D01-Start-up Scrap","DCM A2 116","WIP Makino 8-9",,,"$37.01","$296.04","8"
"3/14/2026","2:43 PM","9-073-022-461W","TRANSFER CASES",,"MLT8006995","Die Cast Part Shot","6","62.85","D07-Die Lube/Black Part","DCM A2 116","WIP Makino 8-9",,,"$37.01","$222.03","8"
"3/14/2026","2:47 PM","9-072-022-422","TRANSFER CASES",,"MLT8006942","Leak Test FG","1","3.54","D25-Leaker","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/14/2026","2:48 PM","9-032-010-147W","MAG - BRACKETS",,"MLT8006997","Die Cast Part Shot","1","4.50","D06-Trim Damage","DCM W1 121","Zone 2",,,"$18.06","$18.06","33"
"3/14/2026","2:49 PM","9-073-022-460W","TRANSFER CASES",,"MLT8007003","Die Cast Part Shot","1","10.83","D19-Broken Biscuit","DCM A1 116","Trailer Dock A5",,,"$38.39","$38.39","cav 3"
"3/14/2026","2:49 PM","9-072-022-422","TRANSFER CASES",,"MLT8006942","Leak Test FG","1","3.54","D25-Leaker","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/14/2026","2:49 PM","9-073-022-460W","TRANSFER CASES",,"MLT8007003","Die Cast Part Shot","2","21.65","D07-Die Lube/Black Part","DCM A1 116","Trailer Dock A5",,,"$38.39","$76.78","cav 3"
"3/14/2026","4:03 PM","9-073-022-463W","TRANSFER CASES",,"MLT8007026","Die Cast Part Shot","2","13.04","D01-Start-up Scrap","DCM A7 116","WIP Makino 3-4",,,"$22.14","$44.29","Cav 9"
"3/14/2026","4:03 PM","9-073-022-463W","TRANSFER CASES",,"MLT8007027","Die Cast Part Shot","2","13.04","D01-Start-up Scrap","DCM A7 116","WIP Makino 5-6",,,"$22.14","$44.29","Cav 10"
"3/14/2026","4:04 PM","9-073-022-463W","TRANSFER CASES",,"MLT8007026","Die Cast Part Shot","2","13.04","D04-Crack","DCM A7 116","WIP Makino 3-4",,,"$22.14","$44.29","Cav 9"
"3/14/2026","4:21 PM","9-084-016-371W","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8006955","Die Cast Part Shot","1","13.38","D01-Start-up Scrap","DCM W3 122","KIRA 07",,,"$54.18","$54.18","FO approved"
"3/14/2026","4:27 PM","9-073-022-463W","TRANSFER CASES",,"MLT8007026","Die Cast Part Shot","1","6.52","D19-Broken Biscuit","DCM A7 116","WIP Makino 3-4",,,"$22.14","$22.14","Cav 9"
"3/14/2026","4:27 PM","9-073-022-463W","TRANSFER CASES",,"MLT8007027","Die Cast Part Shot","1","6.52","D19-Broken Biscuit","DCM A7 116","WIP Makino 5-6",,,"$22.14","$22.14","Cav 10"
"3/14/2026","4:40 PM","9-084-016-371W","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8006955","Die Cast Part Shot","2","26.75","D01-Start-up Scrap","DCM W3 122","KIRA 07",,,"$54.18","$108.36","FO approved"
"3/14/2026","4:41 PM","9-072-022-421W","TRANSFER CASES",,"MLT8007020","Die Cast Part Shot","1","7.53","D06-Trim Damage","DCM A4 116","Trailer Dock C27",,,"$31.29","$31.29","CAV 7"
"3/14/2026","5:02 PM","9-084-016-371W","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8007036","Die Cast Part Shot","1","13.38","D01-Start-up Scrap","DCM W3 122","KIRA 08",,,"$54.18","$54.18","FO approved"
"3/14/2026","5:03 PM","9-032-010-147W","MAG - BRACKETS",,"MLT8007045","Die Cast Part Shot","1","4.50","D06-Trim Damage","DCM W1 121","Zone 2",,,"$18.06","$18.06","33"
"3/14/2026","5:10 PM","9-073-022-461W","TRANSFER CASES",,"MLT8007050","Die Cast Part Shot","4","41.90","D01-Start-up Scrap","DCM A2 116","WIP makino 11-13",,,"$37.01","$148.02","8"
"3/14/2026","5:10 PM","9-073-022-461W","TRANSFER CASES",,"MLT8007050","Die Cast Part Shot","2","20.95","D16-Biscuit Size","DCM A2 116","WIP makino 11-13",,,"$37.01","$74.01","8"
"3/14/2026","5:11 PM","9-073-022-460W","TRANSFER CASES",,"MLT8007039","Die Cast Part Shot","2","21.65","D16-Biscuit Size","DCM A1 116","Trailer Dock A5",,,"$38.39","$76.78","cav 3"
"3/14/2026","5:15 PM","9-072-022-421W","TRANSFER CASES",,"MLT8007047","Die Cast Part Shot","1","7.53","D06-Trim Damage","DCM A4 116","Trailer Dock C27",,,"$31.29","$31.29","CAV 7"
"3/14/2026","5:23 PM","9-073-022-461","TRANSFER CASES",,"MLT8007038","Leak Test FG","8","84.80","D25-Leaker","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$353.36",
"3/14/2026","5:23 PM","9-073-022-461","TRANSFER CASES",,"MLT8007038","Leak Test FG","6","63.60","M13-Mis-Load","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$265.02",
"3/14/2026","5:24 PM","9-073-022-461","TRANSFER CASES",,"MLT8007038","Leak Test FG","25","265.00","D35-Barcode Label","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$1,104.25",
"3/14/2026","5:24 PM","9-073-022-461","TRANSFER CASES",,"MLT8007038","Leak Test FG","1","10.60","O10 - Die Cast Test Part","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$44.17",
"3/14/2026","5:25 PM","9-073-022-461","TRANSFER CASES",,"MLT8007038","Leak Test FG","1","10.60","D18-Breakout","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$44.17",
"3/14/2026","5:40 PM","9-072-022-421W","TRANSFER CASES",,"MLT8007047","Die Cast Part Shot","1","7.53","D06-Trim Damage","DCM A4 116","Trailer Dock C27",,,"$31.29","$31.29","CAV 7"
"3/14/2026","5:44 PM","9-072-022-421W","TRANSFER CASES",,"MLT8007047","Die Cast Part Shot","1","7.53","D06-Trim Damage","DCM A4 116","Trailer Dock C27",,,"$31.29","$31.29","CAV 7"
"3/14/2026","6:02 PM","9-073-022-460W","TRANSFER CASES",,"MLT8007073","Die Cast Part Shot","1","10.83","D06-Trim Damage","DCM A1 116","Trailer Dock A5",,,"$38.39","$38.39","cav 3"
"3/14/2026","6:09 PM","9-072-022-422W","TRANSFER CASES",,"MLT8007078","Die Cast Part Shot","8","31.79","D16-Biscuit Size","DCM A5 116","Trailer Dock C26",,,"$16.89","$135.14","cav 7"
"3/14/2026","6:09 PM","9-072-022-422W","TRANSFER CASES",,"MLT8007079","Die Cast Part Shot","8","31.79","D16-Biscuit Size","DCM A5 116","Trailer Dock C26",,,"$16.89","$135.14","cav 8"
"3/14/2026","6:09 PM","9-072-022-422W","TRANSFER CASES",,"MLT8007078","Die Cast Part Shot","5","19.87","D02-Incomplete Fill/Cold Shut/Cold Flow","DCM A5 116","Trailer Dock C26",,,"$16.89","$84.46","cav 7"
"3/14/2026","6:09 PM","9-072-022-422W","TRANSFER CASES",,"MLT8007079","Die Cast Part Shot","5","19.87","D02-Incomplete Fill/Cold Shut/Cold Flow","DCM A5 116","Trailer Dock C26",,,"$16.89","$84.46","cav 8"
"3/14/2026","6:10 PM","9-072-022-422W","TRANSFER CASES",,"MLT8007078","Die Cast Part Shot","5","19.87","D07-Die Lube/Black Part","DCM A5 116","Trailer Dock C26",,,"$16.89","$84.46","cav 7"
"3/14/2026","6:10 PM","9-072-022-422W","TRANSFER CASES",,"MLT8007079","Die Cast Part Shot","5","19.87","D07-Die Lube/Black Part","DCM A5 116","Trailer Dock C26",,,"$16.89","$84.46","cav 8"
"3/14/2026","6:10 PM","9-072-022-422W","TRANSFER CASES",,"MLT8007078","Die Cast Part Shot","1","3.97","D06-Trim Damage","DCM A5 116","Trailer Dock C26",,,"$16.89","$16.89","cav 7"
"3/14/2026","6:10 PM","9-072-022-422W","TRANSFER CASES",,"MLT8007079","Die Cast Part Shot","1","3.97","D06-Trim Damage","DCM A5 116","Trailer Dock C26",,,"$16.89","$16.89","cav 8"
"3/14/2026","6:10 PM","9-072-022-422W","TRANSFER CASES",,"MLT8007078","Die Cast Part Shot","4","15.90","D15-Sinks","DCM A5 116","Trailer Dock C26",,,"$16.89","$67.57","cav 7"
"3/14/2026","6:10 PM","9-072-022-422W","TRANSFER CASES",,"MLT8007079","Die Cast Part Shot","4","15.90","D15-Sinks","DCM A5 116","Trailer Dock C26",,,"$16.89","$67.57","cav 8"
"3/14/2026","6:17 PM","9-072-022-422","TRANSFER CASES",,"MLT8004080","Machining Pierce Part (1)","6","21.54","M22-Targeting","CNC Makino21 215","CD6 Parts Conveyor",,,"$22.03","$132.17",
"3/14/2026","6:25 PM","9-073-022-463W","TRANSFER CASES",,"MLT8007089","Die Cast Part Shot","1","6.52","D01-Start-up Scrap","DCM A7 116","WIP Makino 1-2",,,"$22.14","$22.14","Cav 9"
"3/14/2026","6:52 PM","9-073-022-463W","TRANSFER CASES",,"MLT8007100","Die Cast Part Shot","1","6.52","D04-Crack","DCM A7 116","WIP Makino 1-2",,,"$22.14","$22.14","Cav 9"
"3/14/2026","7:14 PM","9-032-010-147W","MAG - BRACKETS",,"MLT8007094","Die Cast Part Shot","2","8.99","D06-Trim Damage","DCM W1 121","Zone 2",,,"$18.06","$36.13","33"
"3/14/2026","7:14 PM","9-032-010-147W","MAG - BRACKETS",,"MLT8007095","Die Cast Part Shot","2","8.99","D06-Trim Damage","DCM W1 121","Zone 2",,,"$18.06","$36.13","34"
"3/14/2026","7:15 PM","9-032-010-147W","MAG - BRACKETS",,"MLT8007094","Die Cast Part Shot","2","8.99","D06-Trim Damage","DCM W1 121","Zone 2",,,"$18.06","$36.13","33"
"3/14/2026","7:15 PM","9-032-010-147W","MAG - BRACKETS",,"MLT8007095","Die Cast Part Shot","2","8.99","D06-Trim Damage","DCM W1 121","Zone 2",,,"$18.06","$36.13","34"
"3/14/2026","8:07 PM","9-072-022-422","TRANSFER CASES",,"MLT8007135","Leak Test FG","5","17.70","D25-Leaker","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$129.78",
"3/14/2026","8:07 PM","9-072-022-422","TRANSFER CASES",,"MLT8007135","Leak Test FG","2","7.08","O10 - Die Cast Test Part","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$51.91",
