"Report Date","Time Scrapped","Part No","Part Type","Material","Serial No","Operation","Quantity","Weight","Scrap Reason","Workcenter","Location","Cavity Code","Coordinate","Unit Cost","Extended Cost","Note"
"3/9/2026","1:56 AM","8-073-022-342","TRANSFER CASES",,"MLT7998609","Leak Test FG","2","12.34","M01-Porosity","Leaktest-Cover P552","Leaktest-Cover P552",,,"$30.37","$60.74",
"3/9/2026","2:03 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7997399","Die Cast Part Shot (FG)","4","43.96","D01-Start-up Scrap","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$192.17",
"3/9/2026","2:09 AM","9-176-022-424","TRANSFER CASES",,"MLT7998577","Leak Test FG","3","23.82","M01-Porosity","LT-CD6 Transit Cover 215","Dock-SH-C32",,,"$49.99","$149.98",
"3/9/2026","2:09 AM","9-176-022-424","TRANSFER CASES",,"MLT7998577","Leak Test FG","3","23.82","M04-Non-Cleanup","LT-CD6 Transit Cover 215","Dock-SH-C32",,,"$49.99","$149.98",
"3/9/2026","2:13 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998621","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/9/2026","2:22 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998621","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/9/2026","2:30 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT7998630","Die Cast Part Shot","2","27.02","D01-Start-up Scrap","DCM E2 120","KIRA 03",,,"$54.91","$109.82",
"3/9/2026","2:30 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT7998630","Die Cast Part Shot","1","13.51","D16-Biscuit Size","DCM E2 120","KIRA 03",,,"$54.91","$54.91",
"3/9/2026","2:59 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998636","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/9/2026","3:00 AM","9-073-022-463","TRANSFER CASES",,"MLT7998635","Leak Test FG","6","39.12","O10 - Die Cast Test Part","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$196.12",
"3/9/2026","3:00 AM","9-073-022-463","TRANSFER CASES",,"MLT7998635","Leak Test FG","4","26.08","M01-Porosity","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$130.75",
"3/9/2026","3:00 AM","9-176-022-424","TRANSFER CASES",,"MLT7998652","Leak Test FG","8","63.52","M04-Non-Cleanup","LT-CD6 Transit Cover 215","Dock-SH-C32",,,"$49.99","$399.93",
"3/9/2026","3:00 AM","9-073-022-463","TRANSFER CASES",,"MLT7998635","Leak Test FG","2","13.04","M03-Handling Damage","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$65.37",
"3/9/2026","3:00 AM","9-176-022-424","TRANSFER CASES",,"MLT7998652","Leak Test FG","1","7.94","D15-Sinks","LT-CD6 Transit Cover 215","Dock-SH-C32",,,"$49.99","$49.99",
"3/9/2026","3:01 AM","9-073-022-463","TRANSFER CASES",,"MLT7998635","Leak Test FG","1","6.52","D02-Incomplete Fill/Cold Shut/Cold Flow","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$32.69",
"3/9/2026","3:01 AM","9-072-022-421W","TRANSFER CASES",,"MLT7998653","Die Cast Part Shot","3","22.58","D20-Broken Core","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$93.88","CAV 7"
"3/9/2026","3:02 AM","9-072-010-497","MAG - BRACKETS",,"MLT7997014","Die Cast Part Shot","12","18.14","D01-Start-up Scrap","DCM B3 112","SL-U625 Display Brkt",,,"$7.07","$84.79","ABCD"
"3/9/2026","3:10 AM","9-073-022-461W","TRANSFER CASES",,"MLT7998655","Die Cast Part Shot","1","10.48","D01-Start-up Scrap","DCM W2 121","WIP Makino 14-15",,,"$37.01","$37.01","cav 10"
"3/9/2026","3:24 AM","9-073-022-461M","TRANSFER CASES",,"MLT7998726","Machining Pierce Part (Final)","2","21.20","M06-Machine Alarm","CNC Makino08 214","CNC Makino08 214",,,"$41.10","$82.19",
"3/9/2026","3:33 AM","9-073-022-461W","TRANSFER CASES",,"MLT7997833","Die Cast Part Shot","4","41.90","D01-Start-up Scrap","DCM A1 116","WIP makino 11-13",,,"$37.01","$148.02","8"
"3/9/2026","3:33 AM","9-073-022-461W","TRANSFER CASES",,"MLT7997833","Die Cast Part Shot","2","20.95","D16-Biscuit Size","DCM A1 116","WIP makino 11-13",,,"$37.01","$74.01","8"
"3/9/2026","3:49 AM","9-078-016-478W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998735","Die Cast Part Shot","5","46.76","D32-Robot Mishandle","DCM W3 122","DCM W3 122",,,"$42.04","$210.21",
"3/9/2026","3:50 AM","9-078-016-478W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998736","Die Cast Part Shot","1","9.35","D19-Broken Biscuit","DCM W3 122","DCM W3 122",,,"$42.04","$42.04",
"3/9/2026","3:50 AM","9-078-016-478W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998737","Die Cast Part Shot","7","65.46","D04-Crack","DCM W3 122","DCM W3 122",,,"$42.04","$294.29",
"3/9/2026","3:54 AM","9-072-010-497","MAG - BRACKETS",,"MLT7998742","Die Cast Part Shot","4","6.05","D06-Trim Damage","DCM B3 112","SL-U625 Display Brkt",,,"$7.07","$28.26","ABCD"
"3/9/2026","3:57 AM","9-072-022-421W","TRANSFER CASES",,"MLT7998653","Die Cast Part Shot","2","15.05","D16-Biscuit Size","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$62.58","CAV 7 - Broken V3 core - Sorted"
"3/9/2026","4:03 AM","9-176-022-424","TRANSFER CASES",,"MLT7998652","Leak Test FG","11","87.34","M04-Non-Cleanup","LT-CD6 Transit Cover 215","Dock-SH-C32",,,"$49.99","$549.91",
"3/9/2026","4:03 AM","9-176-022-424","TRANSFER CASES",,"MLT7998652","Leak Test FG","1","7.94","D25-Leaker","LT-CD6 Transit Cover 215","Dock-SH-C32",,,"$49.99","$49.99",
"3/9/2026","4:17 AM","9-073-022-492W","TRANSFER CASES",,"MLT7981444","Die Cast Part Shot","1","7.64","D35-Barcode Label","CNC Makino06 214","WIP Makino 5-6",,,"$32.86","$32.86",
"3/9/2026","4:23 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998827","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/9/2026","4:38 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT7998835","Die Cast Part Shot","1","13.51","D06-Trim Damage","DCM E2 120","KIRA 03",,,"$54.91","$54.91",
"3/9/2026","4:50 AM","9-073-022-461W","TRANSFER CASES",,"MLT7998843","Die Cast Part Shot","1","10.48","D19-Broken Biscuit","DCM A1 116","WIP Makino 14-15",,,"$37.01","$37.01","8"
"3/9/2026","4:59 AM","9-050-010-485W","MAG - BRACKETS",,"MLT7998845","Die Cast Part Shot","2","6.65","D04-Crack","DCM W1 121","AV T1XX BRKT 248",,,"$18.36","$36.71",
"3/9/2026","5:00 AM","9-073-022-463","TRANSFER CASES",,"MLT7998839","Leak Test FG","10","65.20","D25-Leaker","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$326.86",
"3/9/2026","5:00 AM","9-073-022-463","TRANSFER CASES",,"MLT7998839","Leak Test FG","1","6.52","M03-Handling Damage","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$32.69",
"3/9/2026","5:03 AM","9-050-010-485","MAG - BRACKETS",,"MLT7998840","Cell Assembly FG","1","3.33","M02-Cracked at Machining","AV T1XX BRKT 248","Dock-SH-C32",,,"$27.99","$27.99",
"3/9/2026","5:14 AM","9-078-016-478W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998865","Die Cast Part Shot","4","37.41","D06-Trim Damage","DCM W3 122","DCM W3 122",,,"$42.04","$168.17",
"3/9/2026","5:18 AM","9-073-022-461M","TRANSFER CASES",,"MLT7998868","Machining Pierce Part (Final)","2","21.20","M06-Machine Alarm","CNC Makino13 214","CNC Makino13 214",,,"$41.10","$82.19",
"3/9/2026","5:19 AM","9-073-022-461W","TRANSFER CASES",,"MLT7998869","Die Cast Part Shot","1","10.48","D16-Biscuit Size","DCM A1 116","WIP makino 11-13",,,"$37.01","$37.01","8"
"3/9/2026","5:33 AM","9-072-022-422","TRANSFER CASES",,"MLT7998874","Leak Test FG","10","35.40","D25-Leaker","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$259.56",
"3/9/2026","5:33 AM","9-072-022-422","TRANSFER CASES",,"MLT7998874","Leak Test FG","1","3.54","D35-Barcode Label","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/9/2026","5:33 AM","9-072-022-422","TRANSFER CASES",,"MLT7998874","Leak Test FG","3","10.62","M01-Porosity","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$77.87",
"3/9/2026","5:33 AM","9-072-022-422","TRANSFER CASES",,"MLT7998874","Leak Test FG","2","7.08","M03-Handling Damage","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$51.91",
"3/9/2026","5:33 AM","9-072-022-422","TRANSFER CASES",,"MLT7998874","Leak Test FG","1","3.54","D15-Sinks","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/9/2026","5:34 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998876","Die Cast Part Shot (FG)","2","21.98","D04-Crack","DCM E1 120","KIRA 04",,,"$48.04","$96.09",
"3/9/2026","5:47 AM","9-073-022-461","TRANSFER CASES",,"MLT7998871","Leak Test FG","3","31.80","M03-Handling Damage","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$132.51",
"3/9/2026","5:47 AM","9-073-022-461","TRANSFER CASES",,"MLT7998871","Leak Test FG","1","10.60","O10 - Die Cast Test Part","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$44.17",
"3/9/2026","5:53 AM","9-073-022-461W","TRANSFER CASES",,"MLT7998880","Die Cast Part Shot","1","10.48","D01-Start-up Scrap","DCM A1 116","WIP Makino 14-15",,,"$37.01","$37.01","8"
"3/9/2026","6:00 AM","9-072-022-422","TRANSFER CASES",,"MLT7998889","Machining Pierce Part (1)","12","43.08","M22-Targeting","CNC Makino21 215","CNC Makino21 215",,,"$22.03","$264.34",
"3/9/2026","6:01 AM","9-073-022-461W","TRANSFER CASES",,"MLT7998872","Die Cast Part Shot","1","10.48","D01-Start-up Scrap","DCM W2 121","WIP Makino 14-15",,,"$37.01","$37.01","cav 10"
"3/9/2026","6:01 AM","9-073-022-461W","TRANSFER CASES",,"MLT7998872","Die Cast Part Shot","2","20.95","D01-Start-up Scrap","DCM W2 121","WIP Makino 14-15",,,"$37.01","$74.01","cav 10"
"3/9/2026","6:04 AM","9-176-022-424","TRANSFER CASES",,"MLT7998896","Leak Test FG","13","103.22","M04-Non-Cleanup","LT-CD6 Transit Cover 215","LT-CD6 Transit Cover 215",,,"$49.99","$649.89",
"3/9/2026","6:16 AM","9-073-022-463W","TRANSFER CASES",,"MLT7998902","Die Cast Part Shot","1","6.52","D01-Start-up Scrap","DCM A7 116","WIP Makino 3-4",,,"$22.14","$22.14","Cav 9"
"3/9/2026","6:16 AM","9-073-022-463W","TRANSFER CASES",,"MLT7998901","Die Cast Part Shot","1","6.52","D01-Start-up Scrap","DCM A7 116","WIP Makino 3-4",,,"$22.14","$22.14","Cav 10"
"3/9/2026","6:28 AM","9-078-016-478W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998910","Die Cast Part Shot","2","18.70","D01-Start-up Scrap","DCM W3 122","DCM W3 122",,,"$42.04","$84.08",
"3/9/2026","6:29 AM","9-072-022-422","TRANSFER CASES",,"MLT7998911","Machining Pierce Part (1)","4","14.36","M22-Targeting","CNC Makino21 215","CNC Makino21 215",,,"$22.03","$88.11",
"3/9/2026","6:31 AM","9-176-022-424","TRANSFER CASES",,"MLT7998914","Leak Test FG","1","7.94","D25-Leaker","LT-CD6 Transit Cover 215","LT-CD6 Transit Cover 215",,,"$49.99","$49.99",
"3/9/2026","6:32 AM","9-176-022-424","TRANSFER CASES",,"MLT7998915","Leak Test FG","1","7.94","M04-Non-Cleanup","LT-CD6 Transit Cover 215","LT-CD6 Transit Cover 215",,,"$49.99","$49.99",
"3/9/2026","6:33 AM","9-072-022-421","TRANSFER CASES",,"MLT7998916","Cell Assembly FG","4","27.24","D25-Leaker","LT-CD6 Explorer Case 215","Dock-SH-C32",,,"$41.80","$167.22",
"3/9/2026","6:33 AM","9-072-022-421","TRANSFER CASES",,"MLT7998916","Cell Assembly FG","1","6.81","M01-Porosity","LT-CD6 Explorer Case 215","Dock-SH-C32",,,"$41.80","$41.80",
"3/9/2026","6:33 AM","9-072-022-421","TRANSFER CASES",,"MLT7998916","Cell Assembly FG","1","6.81","D35-Barcode Label","LT-CD6 Explorer Case 215","Dock-SH-C32",,,"$41.80","$41.80",
"3/9/2026","6:34 AM","9-072-022-421","TRANSFER CASES",,"MLT7998916","Cell Assembly FG","3","20.43","O10 - Die Cast Test Part","LT-CD6 Explorer Case 215","Dock-SH-C32",,,"$41.80","$125.41",
"3/9/2026","6:35 AM","9-072-022-422","TRANSFER CASES",,"MLT7998917","Leak Test FG","3","7.08","D25-Leaker","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$77.87",
"3/9/2026","6:35 AM","9-072-022-422","TRANSFER CASES",,"MLT7998917","Leak Test FG","1","3.54","M03-Handling Damage","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/9/2026","6:41 AM","9-073-022-463","TRANSFER CASES",,"MLT7998913","Leak Test FG","1","6.52","D25-Leaker","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$32.69",
"3/9/2026","6:41 AM","9-176-022-423","TRANSFER CASES",,"MLT7998931","Machining Pierce Part (Final)","4","34.44","M12-Machining Sample","CNC Makino16 214","CNC Makino16 214",,,"$44.84","$179.37",
"3/9/2026","6:43 AM","9-176-022-423","TRANSFER CASES",,"MLT7998934","Machining Pierce Part (Final)","2","17.22","M14-Broken Tool","CNC Makino16 214","CNC Makino16 214",,,"$44.84","$89.69",
"3/9/2026","6:46 AM","9-078-016-478W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998941","Die Cast Part Shot","1","9.35","D04-Crack","DCM W3 122","DCM W3 122",,,"$42.04","$42.04",
"3/9/2026","6:47 AM","9-072-022-422","TRANSFER CASES",,"MLT7998917","Leak Test FG","1","3.54","M04-Non-Cleanup","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/9/2026","6:47 AM","9-073-022-463W","TRANSFER CASES",,"MLT7998902","Die Cast Part Shot","1","6.52","D41-Etched Barcode","DCM A7 116","WIP Makino 3-4",,,"$22.14","$22.14","Cav 9"
"3/9/2026","6:49 AM","9-073-022-492","TRANSFER CASES",,"MLT7998873","Leak Test FG","2","15.20","D34-Porosity","Leaktester Cover 386","Dock-SH-C32",,,"$49.82","$99.64",
"3/9/2026","6:49 AM","9-073-022-460","TRANSFER CASES",,"MLT7998887","Leak Test FG","3","33.00","D34-Porosity","Leaktester Case 214","Dock-SH-C32",,,"$44.26","$132.79",
"3/9/2026","6:50 AM","9-073-022-460","TRANSFER CASES",,"MLT7998887","Leak Test FG","2","22.00","D25-Leaker","Leaktester Case 214","Dock-SH-C32",,,"$44.26","$88.53",
"3/9/2026","6:53 AM","9-039-020-496","STEERING COLUMN COMPONENTS",,"MLT7998949","Machining Pierce Part (Final)","2","0.54","D07-Die Lube/Black Part","M Lower Brkt 496","M Lower Brkt 496",,,"$3.72","$7.44",
"3/9/2026","6:53 AM","9-039-020-496","STEERING COLUMN COMPONENTS",,"MLT7998950","Machining Pierce Part (Final)","72","19.26","O08-Floor Gauge Rejection","M Lower Brkt 496","M Lower Brkt 496",,,"$3.72","$267.99",
"3/9/2026","6:59 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998876","Die Cast Part Shot (FG)","4","43.96","D28-Bent or Broken Punch","DCM E1 120","KIRA 04",,,"$48.04","$192.17","sort for bent punch TB2"
"3/9/2026","6:59 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998876","Die Cast Part Shot (FG)","3","32.97","D06-Trim Damage","DCM E1 120","KIRA 04",,,"$48.04","$144.13","sort for bent punch TB2"
"3/9/2026","6:59 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998876","Die Cast Part Shot (FG)","1","10.99","D04-Crack","DCM E1 120","KIRA 04",,,"$48.04","$48.04","sort for bent punch TB2"
"3/9/2026","7:18 AM","9-078-016-478W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7998963","Die Cast Part Shot","1","9.35","D04-Crack","DCM W3 122","DCM W3 122",,,"$42.04","$42.04",
"3/9/2026","7:46 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT7998974","Die Cast Part Shot","1","13.51","D06-Trim Damage","DCM E2 120","KIRA 03",,,"$54.91","$54.91",
"3/9/2026","7:46 AM","9-072-022-421W","TRANSFER CASES",,"MLT7998975","Die Cast Part Shot","8","60.21","D09-Missing Feature(s)","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$250.34","CAV 7"
"3/9/2026","7:48 AM","9-072-022-421W","TRANSFER CASES",,"MLT7998975","Die Cast Part Shot","0","37.63","D32-Robot Mishandle","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$0.00","CAV 7"
"3/9/2026","8:00 AM","9-072-022-422","TRANSFER CASES",,"MLT7998997","Leak Test FG","1","3.54","D15-Sinks","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/9/2026","8:00 AM","9-072-022-422","TRANSFER CASES",,"MLT7998997","Leak Test FG","1","3.54","D25-Leaker","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/9/2026","8:19 AM","9-073-022-461W","TRANSFER CASES",,"MLT7997521","Die Cast Part Shot","1","10.48","D01-Start-up Scrap","DCM W2 121","WIP Makino 8-9",,,"$37.01","$37.01","10 TEST PART"
"3/9/2026","8:33 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT7999038","Die Cast Part Shot","1","13.51","D01-Start-up Scrap","DCM E2 120","KIRA 03",,,"$54.91","$54.91",
"3/9/2026","8:33 AM","9-073-022-463W","TRANSFER CASES",,"MLT7998988","Die Cast Part Shot","2","13.04","D01-Start-up Scrap","DCM A7 116","WIP Makino 3-4",,,"$22.14","$44.29","Cav 10"
"3/9/2026","8:33 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT7999038","Die Cast Part Shot","1","13.51","D04-Crack","DCM E2 120","KIRA 03",,,"$54.91","$54.91",
"3/9/2026","8:47 AM","9-073-022-463M","TRANSFER CASES",,"MLT7999047","Machining Pierce Part (1)","2","13.04","M06-Machine Alarm","CNC Makino04 214","CNC Makino04 214",,,"$26.77","$53.54",
"3/9/2026","8:49 AM","9-072-022-422","TRANSFER CASES",,"MLT7999049","Leak Test FG","1","3.54","D15-Sinks","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/9/2026","8:51 AM","9-072-022-421","TRANSFER CASES",,"MLT7999050","Machining Pierce Part (1)","8","55.53","M22-Targeting","CNC Makino18 215","CD6 Parts Conveyor",,,"$36.52","$292.17",
"3/9/2026","9:20 AM","9-072-022-422","TRANSFER CASES",,"MLT7999049","Leak Test FG","1","3.54","D25-Leaker","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$25.96",
"3/9/2026","9:21 AM","9-073-022-463W","TRANSFER CASES",,"MLT7999077","Die Cast Part Shot","2","13.04","D01-Start-up Scrap","DCM A7 116","WIP Makino 3-4",,,"$22.14","$44.29","Cav 9"
"3/9/2026","9:48 AM","9-032-015-337W","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT7991155","Die Cast Part Shot","1","11.00","D04-Crack","MA WK/WD 203","MA WK/WD 203",,,"$41.36","$41.36","Cav.K"
"3/9/2026","9:53 AM","9-072-022-421W","TRANSFER CASES",,"MLT7998975","Die Cast Part Shot","2","15.05","D10-Soldering","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$62.58","CAV 7"
"3/9/2026","9:53 AM","9-072-022-421W","TRANSFER CASES",,"MLT7998975","Die Cast Part Shot","3","22.58","D16-Biscuit Size","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$93.88","CAV 7"
"3/9/2026","9:54 AM","9-176-022-423","TRANSFER CASES",,"MLT7997321","Leak Test FG","2","17.22","M04-Non-Cleanup","LT-CD6 Transit Case 215","Dock-SH-C32",,,"$47.19","$94.37",
"3/9/2026","9:55 AM","9-176-022-423","TRANSFER CASES",,"MLT7997321","Leak Test FG","1","8.61","D35-Barcode Label","LT-CD6 Transit Case 215","Dock-SH-C32",,,"$47.19","$47.19",
"3/9/2026","9:55 AM","9-083-015-347IP","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7997210","Die Cast Part Shot","2","31.16","D04-Crack","DCM W4 122","V Honda Pilot IP 347","g",,"$55.35","$110.70","G"
"3/9/2026","9:55 AM","9-083-015-347","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7999116","Vision System Inspection (FG)","1","16.54","M14-Broken Tool","V Honda Pilot IP 347","V Honda Pilot IP 347",,,"$95.45","$95.45",
"3/9/2026","9:57 AM","9-085-016-433IP","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7999118","Die Cast Part Shot","6","52.74","D06-Trim Damage","DCM A8 118","High Street Yard",,,"$33.52","$201.12","Cav.A"
"3/9/2026","9:57 AM","9-085-010-434","MAG - BRACKETS",,"MLT7998598","Die Cast Part Shot","6","2.46","D06-Trim Damage","DCM A8 118","Plant a Storage",,,"$2.58","$15.49","Cav.A"
"3/9/2026","9:58 AM","9-085-010-435","MAG - BRACKETS",,"MLT7998599","Die Cast Part Shot","6","4.02","D06-Trim Damage","DCM A8 118","Plant a Storage",,,"$1.54","$9.21","Cav.A"
"3/9/2026","10:04 AM","9-072-010-497","MAG - BRACKETS",,"MLT7994440","Die Cast Part Shot","4","6.05","D04-Crack","SL-U625 Display Brkt","SL-U625 Display Brkt",,,"$7.07","$28.26","process crack found"
"3/9/2026","10:21 AM","9-073-022-463W","TRANSFER CASES",,"MLT7999151","Die Cast Part Shot","1","6.52","D01-Start-up Scrap","DCM A7 116","WIP Makino 1-2",,,"$22.14","$22.14","Cav 9"
"3/9/2026","10:21 AM","9-073-022-463W","TRANSFER CASES",,"MLT7999152","Die Cast Part Shot","1","6.52","D01-Start-up Scrap","DCM A7 116","WIP Makino 1-2",,,"$22.14","$22.14","Cav 10"
"3/9/2026","10:22 AM","9-073-022-463W","TRANSFER CASES",,"MLT7999152","Die Cast Part Shot","1","6.52","D15-Sinks","DCM A7 116","WIP Makino 1-2",,,"$22.14","$22.14","Cav 10"
