"Report Date","Time Scrapped","Part No","Part Type","Material","Serial No","Operation","Quantity","Weight","Scrap Reason","Workcenter","Location","Cavity Code","Coordinate","Unit Cost","Extended Cost","Note"
"3/11/2026","12:27 AM","9-073-022-461W","TRANSFER CASES",,"MLT8001908","Die Cast Part Shot","2","20.95","D01-Start-up Scrap","DCM A2 116","WIP makino 11-13",,,"$37.01","$74.01","8"
"3/11/2026","12:28 AM","9-058-019-328","SEATS",,"MLT7951749","Die Cast Part Shot","2","6.56","D04-Crack","M Corvette Seat 241","M Corvette Seat 241",,,"$21.89","$43.77","C"
"3/11/2026","12:33 AM","9-084-016-371","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8002048","Machining Pierce Part (Final)","1","13.38","M06-Machine Alarm","KIRA 08","KIRA 08",,,"$64.12","$64.12",
"3/11/2026","12:34 AM","9-176-022-424W","TRANSFER CASES",,"MLT8001890","Die Cast Part Shot","2","15.83","D01-Start-up Scrap","DCM B7 112","Transit Makino WIP",,,"$36.70","$73.41","FO APPROVED"
"3/11/2026","12:34 AM","9-086-016-470IP","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7986380","Die Cast Part Shot","4","48.05","D06-Trim Damage","Asm Honda 3BM IP","Asm Honda 3BM IP",,,"$53.84","$215.34","reports looks better. no gauging required"
"3/11/2026","12:35 AM","9-086-016-470IP","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7986375","Die Cast Part Shot","1","12.01","D04-Crack","Asm Honda 3BM IP","Asm Honda 3BM IP",,,"$53.84","$53.84","reports looks better. no gauging required"
"3/11/2026","12:35 AM","9-034-016-498","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7989328","Machining Pierce Part (1)","3","32.97","D04-Crack","JL IP Assy 242","JL IP Assy 242",,,"$54.40","$163.19",
"3/11/2026","12:35 AM","9-034-016-498","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7989328","Machining Pierce Part (1)","1","10.99","D06-Trim Damage","JL IP Assy 242","JL IP Assy 242",,,"$54.40","$54.40",
"3/11/2026","12:37 AM","9-039-020-496","STEERING COLUMN COMPONENTS",,"MLT8002053","Machining Pierce Part (Final)","8","2.14","O08-Floor Gauge Rejection","M Lower Brkt 496","M Lower Brkt 496",,,"$3.72","$29.78",
"3/11/2026","12:37 AM","9-039-020-496","STEERING COLUMN COMPONENTS",,"MLT8002054","Machining Pierce Part (Final)","4","1.07","O08-Floor Gauge Rejection","M Lower Brkt 496","M Lower Brkt 496",,,"$3.72","$14.89",
"3/11/2026","12:37 AM","9-039-020-496","STEERING COLUMN COMPONENTS",,"MLT8002055","Machining Pierce Part (Final)","4","1.07","O08-Floor Gauge Rejection","M Lower Brkt 496","M Lower Brkt 496",,,"$3.72","$14.89",
"3/11/2026","12:41 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002061","Die Cast Part Shot (FG)","2","21.98","D04-Crack","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$96.09",
"3/11/2026","12:48 AM","9-073-022-460W","TRANSFER CASES",,"MLT8001902","Die Cast Part Shot","3","32.48","D01-Start-up Scrap","DCM A1 116","WIP makino 11-13",,,"$38.39","$115.17","cav 3"
"3/11/2026","12:52 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8002070","Die Cast Part Shot","3","13.49","D01-Start-up Scrap","DCM W1 121","MA DRDX 204",,,"$18.06","$54.19","33"
"3/11/2026","12:52 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8001887","Die Cast Part Shot","3","13.49","D01-Start-up Scrap","DCM W1 121","MA DRDX 204",,,"$18.06","$54.19","34"
"3/11/2026","12:55 AM","9-073-022-463","TRANSFER CASES",,"MLT8002052","Leak Test FG","3","19.56","M01-Porosity","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$98.06",
"3/11/2026","12:55 AM","9-073-022-463","TRANSFER CASES",,"MLT8002052","Leak Test FG","3","19.56","M03-Handling Damage","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$98.06",
"3/11/2026","12:57 AM","9-037-016-482W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8001782","Die Cast Part Shot","2","22.47","D01-Start-up Scrap","DCM A9 118","WL Components",,,"$46.97","$93.94","Cav F - Mar 6 FO APPROVED"
"3/11/2026","1:00 AM","9-084-016-371W","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8002086","Die Cast Part Shot","1","13.38","D01-Start-up Scrap","DCM W3 122","DCM W3 122",,,"$54.18","$54.18",
"3/11/2026","1:20 AM","9-073-022-461W","TRANSFER CASES",,"MLT8002093","Die Cast Part Shot","1","10.48","D16-Biscuit Size","DCM A2 116","WIP Makino 8-9",,,"$37.01","$37.01","8"
"3/11/2026","1:22 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002094","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/11/2026","1:36 AM","9-072-022-421W","TRANSFER CASES",,"MLT8002103","Die Cast Part Shot","1","7.53","D01-Start-up Scrap","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$31.29","CAV 7"
"3/11/2026","1:36 AM","9-072-022-421W","TRANSFER CASES",,"MLT8002103","Die Cast Part Shot","1","7.53","D01-Start-up Scrap","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$31.29","CAV 7"
"3/11/2026","1:38 AM","9-073-022-461M","TRANSFER CASES",,"MLT8002106","Machining Pierce Part (Final)","6","63.60","M22-Targeting","CNC Makino09 214","CNC Makino09 214",,,"$41.10","$246.58",
"3/11/2026","1:42 AM","9-078-016-478W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT7873757","Die Cast Part Shot","42","392.78","D06-Trim Damage","DCM E2 120","Plt E Scrap Crusher",,,"$42.04","$1,765.77","require safe launch and Need to Sort for Trim Damage not located doing cycle count"
"3/11/2026","1:42 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT7749336","Die Cast Part Shot","24","324.24","O10 - Die Cast Test Part","DCM E2 120","Cycle Retire",,,"$54.91","$1,317.78","sample parts - crushed"
"3/11/2026","1:42 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT7969441","Die Cast Part Shot","24","324.24","D12-Bent/Warped","DCM E2 120","Plt E Scrap Strg",,,"$54.91","$1,317.78","QE disposition - requested parts be scrapped"
"3/11/2026","1:42 AM","9-081-015-464IP","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT7888390","Die Cast Part Shot","24","324.24","D11-Hole Out of Position","DCM E2 120","Plt E Scrap Strg",,,"$54.91","$1,317.78","parts OOS, pending further review by QE

reworked for SC2 & SC4 flash"
"3/11/2026","1:46 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002094","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/11/2026","1:49 AM","9-176-022-424","TRANSFER CASES",,"MLT8002111","Leak Test FG","4","31.76","D25-Leaker","LT-CD6 Transit Cover 215","LT-CD6 Transit Cover 215",,,"$49.99","$199.97",
"3/11/2026","1:55 AM","8-072-017-439W","MAG - MRS/FOD/FEC/BOLSTERS",,"MLT8002095","Die Cast Part Shot","1","2.08","D06-Trim Damage","DCM B4 112","MAG030-C",,,"$9.32","$9.32",
"3/11/2026","2:00 AM","9-072-022-422W","TRANSFER CASES",,"MLT8001836","Die Cast Part Shot","3","11.92","D01-Start-up Scrap","DCM A5 116","Trailer Dock C26",,,"$16.89","$50.68","7"
"3/11/2026","2:00 AM","9-072-022-422W","TRANSFER CASES",,"MLT8001837","Die Cast Part Shot","3","11.92","D01-Start-up Scrap","DCM A5 116","CD6 Exp Cover Wip",,,"$16.89","$50.68","8"
"3/11/2026","2:05 AM","9-084-016-371W","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8002133","Die Cast Part Shot","1","13.38","D19-Broken Biscuit","DCM W3 122","DCM W3 122",,,"$54.18","$54.18",
"3/11/2026","2:06 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002135","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/11/2026","2:06 AM","9-072-022-422","TRANSFER CASES",,"MLT8002137","Leak Test FG","16","49.56","D25-Leaker","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$415.30",
"3/11/2026","2:06 AM","9-072-022-422","TRANSFER CASES",,"MLT8002137","Leak Test FG","2","3.54","M03-Handling Damage","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$51.91",
"3/11/2026","2:06 AM","9-050-010-485","MAG - BRACKETS",,"MLT8002081","Cell Assembly FG","1","3.33","M02-Cracked at Machining","AV T1XX BRKT 248","Dock-SH-C32",,,"$27.99","$27.99",
"3/11/2026","2:47 AM","9-037-016-482W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002115","Die Cast Part Shot","7","78.65","D04-Crack","DCM A9 118","WL Components",,,"$46.97","$328.79","Cav F - Mar 6 FO APPROVED"
"3/11/2026","2:55 AM","9-176-022-424W","TRANSFER CASES",,"MLT8002097","Die Cast Part Shot","1","7.92","D01-Start-up Scrap","DCM B7 112","Transit Makino WIP",,,"$36.70","$36.70","FO APPROVED"
"3/11/2026","2:58 AM","9-050-010-485","MAG - BRACKETS",,"MLT8002177","Cell Assembly FG","1","3.33","D04-Crack","AV T1XX BRKT 248","Dock-SH-C32",,,"$27.99","$27.99",
"3/11/2026","2:59 AM","8-072-017-439W","MAG - MRS/FOD/FEC/BOLSTERS",,"MLT8002174","Die Cast Part Shot","2","4.16","D06-Trim Damage","DCM B4 112","MAG030-C",,,"$9.32","$18.65",
"3/11/2026","3:01 AM","9-072-022-421","TRANSFER CASES",,"MLT8002183","Cell Assembly FG","15","102.15","M21-Missing Machining Feature","LT-CD6 Explorer Case 215","LT-CD6 Explorer Case 215",,,"$41.80","$627.07",
"3/11/2026","3:25 AM","9-084-016-371W","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8002195","Die Cast Part Shot","1","13.38","D19-Broken Biscuit","DCM W3 122","DCM W3 122",,,"$54.18","$54.18",
"3/11/2026","3:31 AM","9-037-016-482W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002185","Die Cast Part Shot","2","22.47","D04-Crack","DCM A9 118","WL Components",,,"$46.97","$93.94","Cav F - Mar 6 FO APPROVED"
"3/11/2026","3:33 AM","9-073-022-461W","TRANSFER CASES",,"MLT8002200","Die Cast Part Shot","1","10.48","D07-Die Lube/Black Part","DCM A2 116","WIP makino 11-13",,,"$37.01","$37.01","8"
"3/11/2026","3:34 AM","9-073-022-463","TRANSFER CASES",,"MLT8002198","Leak Test FG","5","32.60","M01-Porosity","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$163.43",
"3/11/2026","3:35 AM","9-073-022-463","TRANSFER CASES",,"MLT8002198","Leak Test FG","6","39.12","D25-Leaker","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$196.12",
"3/11/2026","3:35 AM","9-073-022-463","TRANSFER CASES",,"MLT8002198","Leak Test FG","1","6.52","M03-Handling Damage","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$32.69",
"3/11/2026","3:49 AM","9-073-022-461M","TRANSFER CASES",,"MLT8002208","Machining Pierce Part (Final)","2","21.20","M22-Targeting","CNC Makino09 214","CNC Makino09 214",,,"$41.10","$82.19",
"3/11/2026","3:56 AM","9-073-022-463","TRANSFER CASES",,"MLT8002215","Leak Test FG","1","6.52","M01-Porosity","LT-P702 Cover 214","LT-P702 Cover 214",,,"$32.69","$32.69",
"3/11/2026","4:00 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002218","Die Cast Part Shot (FG)","2","21.98","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$96.09",
"3/11/2026","4:00 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002218","Die Cast Part Shot (FG)","3","32.97","D04-Crack","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$144.13",
"3/11/2026","4:02 AM","9-073-022-461W","TRANSFER CASES",,"MLT8002219","Die Cast Part Shot","1","10.48","D41-Etched Barcode","DCM W2 121","WIP Makino 14-15",,,"$37.01","$37.01","cav 10"
"3/11/2026","4:07 AM","9-176-022-424W","TRANSFER CASES",,"MLT8002186","Die Cast Part Shot","1","7.92","D19-Broken Biscuit","DCM B7 112","Transit Makino WIP",,,"$36.70","$36.70","FO APPROVED"
"3/11/2026","4:53 AM","9-073-022-461","TRANSFER CASES",,"MLT8002248","Leak Test FG","3","31.80","M12-Machining Sample","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$132.51",
"3/11/2026","4:53 AM","9-073-022-461","TRANSFER CASES",,"MLT8002248","Leak Test FG","3","31.80","D35-Barcode Label","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$132.51",
"3/11/2026","4:54 AM","9-073-022-461","TRANSFER CASES",,"MLT8002248","Leak Test FG","2","21.20","M03-Handling Damage","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$88.34",
"3/11/2026","4:55 AM","9-073-022-461","TRANSFER CASES",,"MLT8002248","Leak Test FG","2","21.20","D04-Crack","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$88.34",
"3/11/2026","4:59 AM","9-073-022-463","TRANSFER CASES",,"MLT8002235","Leak Test FG","2","13.04","M01-Porosity","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$65.37",
"3/11/2026","4:59 AM","9-073-022-463","TRANSFER CASES",,"MLT8002235","Leak Test FG","2","13.04","D25-Leaker","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$65.37",
"3/11/2026","4:59 AM","9-073-022-463","TRANSFER CASES",,"MLT8002235","Leak Test FG","2","13.04","O10 - Die Cast Test Part","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$65.37",
"3/11/2026","5:00 AM","9-073-022-463","TRANSFER CASES",,"MLT8002235","Leak Test FG","1","6.52","M03-Handling Damage","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$32.69",
"3/11/2026","5:01 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002262","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/11/2026","5:04 AM","9-072-022-422W","TRANSFER CASES",,"MLT8002265","Die Cast Part Shot","2","7.95","D19-Broken Biscuit","DCM A5 116","Trailer Dock C26",,,"$16.89","$33.78","7"
"3/11/2026","5:04 AM","9-072-022-422W","TRANSFER CASES",,"MLT8002266","Die Cast Part Shot","2","7.95","D19-Broken Biscuit","DCM A5 116","CD6 Exp Cover Wip",,,"$16.89","$33.78","8"
"3/11/2026","5:16 AM","9-073-022-461W","TRANSFER CASES",,"MLT8002272","Die Cast Part Shot","2","20.95","D01-Start-up Scrap","DCM A2 116","WIP makino 11-13",,,"$37.01","$74.01","8"
"3/11/2026","5:16 AM","9-073-022-461W","TRANSFER CASES",,"MLT8002272","Die Cast Part Shot","2","20.95","D07-Die Lube/Black Part","DCM A2 116","WIP makino 11-13",,,"$37.01","$74.01","8"
"3/11/2026","5:16 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002262","Die Cast Part Shot (FG)","1","10.99","D06-Trim Damage","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$48.04",
"3/11/2026","5:32 AM","9-072-022-422W","TRANSFER CASES",,"MLT8002265","Die Cast Part Shot","1","3.97","D19-Broken Biscuit","DCM A5 116","Trailer Dock C26",,,"$16.89","$16.89","7"
"3/11/2026","5:32 AM","9-072-022-422W","TRANSFER CASES",,"MLT8002266","Die Cast Part Shot","1","3.97","D19-Broken Biscuit","DCM A5 116","CD6 Exp Cover Wip",,,"$16.89","$16.89","8"
"3/11/2026","5:36 AM","9-073-022-461","TRANSFER CASES",,"MLT8002274","Leak Test FG","5","53.00","D15-Sinks","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$220.85",
"3/11/2026","5:53 AM","9-073-022-460W","TRANSFER CASES",,"MLT8002288","Die Cast Part Shot","3","32.48","D01-Start-up Scrap","DCM A1 116","WIP makino 11-13",,,"$38.39","$115.17","cav 3"
"3/11/2026","5:55 AM","8-072-017-439W","MAG - MRS/FOD/FEC/BOLSTERS",,"MLT8002287","Die Cast Part Shot","5","10.40","D06-Trim Damage","DCM B4 112","MAG030-C",,,"$9.32","$46.62",
"3/11/2026","5:55 AM","8-072-017-440W","MAG - MRS/FOD/FEC/BOLSTERS",,"MLT8002286","Die Cast Part Shot","1","2.29","D06-Trim Damage","DCM B4 112","MAG030-C",,,"$9.62","$9.62",
"3/11/2026","5:55 AM","9-073-022-461M","TRANSFER CASES",,"MLT8002292","Machining Pierce Part (Final)","2","21.20","M06-Machine Alarm","CNC Makino13 214","CNC Makino13 214",,,"$41.10","$82.19",
"3/11/2026","5:56 AM","9-176-022-424W","TRANSFER CASES",,"MLT8002271","Die Cast Part Shot","1","7.92","D19-Broken Biscuit","DCM B7 112","Transit Makino WIP",,,"$36.70","$36.70","FO APPROVED"
"3/11/2026","6:00 AM","9-032-010-147W","MAG - BRACKETS",,"MLT8002269","Die Cast Part Shot","2","8.99","D04-Crack","DCM W1 121","MA DRDX 204",,,"$18.06","$36.13","34"
"3/11/2026","6:00 AM","9-073-022-461W","TRANSFER CASES",,"MLT8002294","Die Cast Part Shot","3","31.43","D01-Start-up Scrap","DCM A2 116","WIP makino 11-13",,,"$37.01","$111.02","8"
"3/11/2026","6:02 AM","9-073-022-461W","TRANSFER CASES",,"MLT8002297","Die Cast Part Shot","1","10.48","D41-Etched Barcode","DCM W2 121","WIP Makino 14-15",,,"$37.01","$37.01","cav 10"
"3/11/2026","6:05 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002296","Die Cast Part Shot (FG)","2","21.98","D04-Crack","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$96.09",
"3/11/2026","6:06 AM","9-073-022-463W","TRANSFER CASES",,"MLT8002305","Die Cast Part Shot","3","19.56","D01-Start-up Scrap","DCM A7 116","WIP Makino 3-4",,,"$22.14","$66.43","Cav 9"
"3/11/2026","6:06 AM","9-073-022-463W","TRANSFER CASES",,"MLT8002306","Die Cast Part Shot","3","19.56","D01-Start-up Scrap","DCM A7 116","WIP Makino 1-2",,,"$22.14","$66.43","Cav 10"
"3/11/2026","6:11 AM","9-050-010-485","MAG - BRACKETS",,"MLT8002304","Cell Assembly FG","1","3.33","M02-Cracked at Machining","AV T1XX BRKT 248","Dock-SH-C32",,,"$27.99","$27.99",
"3/11/2026","6:27 AM","9-084-016-371W","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8002321","Die Cast Part Shot","2","26.75","D06-Trim Damage","DCM W3 122","DCM W3 122",,,"$54.18","$108.36",
"3/11/2026","6:28 AM","9-176-022-424","TRANSFER CASES",,"MLT8002322","Leak Test FG","1","7.94","O10 - Die Cast Test Part","LT-CD6 Transit Cover 215","Dock-SH-C32",,,"$49.99","$49.99",
"3/11/2026","6:28 AM","9-176-022-424","TRANSFER CASES",,"MLT8002322","Leak Test FG","7","55.58","D25-Leaker","LT-CD6 Transit Cover 215","Dock-SH-C32",,,"$49.99","$349.94",
"3/11/2026","6:29 AM","9-073-022-461W","TRANSFER CASES",,"MLT8002323","Die Cast Part Shot","1","10.48","D07-Die Lube/Black Part","DCM A2 116","WIP makino 11-13",,,"$37.01","$37.01","8"
"3/11/2026","6:35 AM","9-073-022-460","TRANSFER CASES",,"MLT8002320","Leak Test FG","10","110.00","D34-Porosity","Leaktester Case 214","Dock-SH-C32",,,"$44.26","$442.64",
"3/11/2026","6:36 AM","9-073-022-461M","TRANSFER CASES",,"MLT8002326","Machining Pierce Part (Final)","2","21.20","M06-Machine Alarm","CNC Makino14 214","CNC Makino14 214",,,"$41.10","$82.19",
"3/11/2026","6:36 AM","9-073-022-460","TRANSFER CASES",,"MLT8002320","Leak Test FG","21","231.00","D25-Leaker","Leaktester Case 214","Dock-SH-C32",,,"$44.26","$929.55",
"3/11/2026","6:36 AM","9-073-022-461M","TRANSFER CASES",,"MLT8002327","Machining Pierce Part (Final)","2","21.20","M06-Machine Alarm","CNC Makino14 214","CNC Makino14 214",,,"$41.10","$82.19",
"3/11/2026","6:36 AM","9-073-022-460","TRANSFER CASES",,"MLT8002320","Leak Test FG","2","22.00","M12-Machining Sample","Leaktester Case 214","Dock-SH-C32",,,"$44.26","$88.53",
"3/11/2026","6:39 AM","9-176-022-424","TRANSFER CASES",,"MLT8002333","Machining Pierce Part (Final)","3","23.75","M22-Targeting","CNC Makino26B 215","CNC Makino26B 215",,,"$48.35","$145.06",
"3/11/2026","6:39 AM","9-073-022-460W","TRANSFER CASES",,"MLT8002332","Die Cast Part Shot","2","21.65","D01-Start-up Scrap","DCM A1 116","WIP makino 11-13",,,"$38.39","$76.78","cav 3"
"3/11/2026","6:40 AM","9-176-022-423","TRANSFER CASES",,"MLT8002335","Machining Pierce Part (Final)","1","8.61","M22-Targeting","CNC Makino16 214","CNC Makino16 214",,,"$44.84","$44.84",
"3/11/2026","6:40 AM","9-072-022-422","TRANSFER CASES",,"MLT8002164","Leak Test FG","2","7.08","O10 - Die Cast Test Part","LT-CD6 Explorer Cover 215","Dock-SH-C32",,,"$25.96","$51.91",
"3/11/2026","6:41 AM","9-073-022-463","TRANSFER CASES",,"MLT8002325","Leak Test FG","3","19.56","D02-Incomplete Fill/Cold Shut/Cold Flow","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$98.06",
"3/11/2026","6:41 AM","9-073-022-463","TRANSFER CASES",,"MLT8002325","Leak Test FG","1","6.52","D25-Leaker","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$32.69",
"3/11/2026","6:42 AM","9-073-022-463","TRANSFER CASES",,"MLT8002325","Leak Test FG","1","6.52","M01-Porosity","LT-P702 Cover 214","Dock-SH-C32",,,"$32.69","$32.69",
"3/11/2026","6:46 AM","9-072-022-422","TRANSFER CASES",,"MLT8002346","Machining Pierce Part (1)","2","7.18","M14-Broken Tool","CNC Makino21 215","CD6 Parts Conveyor",,,"$22.03","$44.06",
"3/11/2026","6:46 AM","9-073-022-461M","TRANSFER CASES",,"MLT8002347","Machining Pierce Part (Final)","1","10.60","M06-Machine Alarm","CNC Makino15 214","CNC Makino15 214",,,"$41.10","$41.10",
"3/11/2026","6:47 AM","9-073-022-461","TRANSFER CASES",,"MLT8002331","Leak Test FG","1","10.60","D25-Leaker","LT-P702 Case 214","Dock-SH-C32",,,"$44.17","$44.17",
"3/11/2026","6:59 AM","9-176-022-424W","TRANSFER CASES",,"MLT8002315","Die Cast Part Shot","2","15.83","D19-Broken Biscuit","DCM B7 112","Transit Makino WIP",,,"$36.70","$73.41","FO APPROVED"
"3/11/2026","7:07 AM","9-073-022-461W","TRANSFER CASES",,"MLT8002360","Die Cast Part Shot","1","10.48","D02-Incomplete Fill/Cold Shut/Cold Flow","DCM A2 116","WIP makino 11-13",,,"$37.01","$37.01","8"
"3/11/2026","7:07 AM","9-073-022-461W","TRANSFER CASES",,"MLT8002360","Die Cast Part Shot","1","10.48","D07-Die Lube/Black Part","DCM A2 116","WIP makino 11-13",,,"$37.01","$37.01","8"
"3/11/2026","7:11 AM","9-073-022-460W","TRANSFER CASES",,"MLT8002362","Die Cast Part Shot","2","21.65","D01-Start-up Scrap","DCM A1 116","WIP makino 11-13",,,"$38.39","$76.78","cav 3"
"3/11/2026","7:11 AM","8-072-017-439W","MAG - MRS/FOD/FEC/BOLSTERS",,"MLT8002287","Die Cast Part Shot","6","12.48","D06-Trim Damage","DCM B4 112","MAG030-C",,,"$9.32","$55.94",
"3/11/2026","7:11 AM","9-084-016-371W","MAG - FULL INSTRUMENT PANELS > 15 LBS",,"MLT8002364","Die Cast Part Shot","1","13.38","D06-Trim Damage","DCM W3 122","DCM W3 122",,,"$54.18","$54.18",
"3/11/2026","7:24 AM","9-176-022-424W","TRANSFER CASES",,"MLT8002315","Die Cast Part Shot","1","7.92","D19-Broken Biscuit","DCM B7 112","Transit Makino WIP",,,"$36.70","$36.70","FO APPROVED"
"3/11/2026","7:31 AM","9-034-016-498W","MAG - FULL INSTRUMENT PANELS &lt; 15 LBS",,"MLT8002296","Die Cast Part Shot (FG)","3","32.97","D04-Crack","DCM E1 120","JL CNC Cast WIP",,,"$48.04","$144.13",
"3/11/2026","7:33 AM","9-072-022-421W","TRANSFER CASES",,"MLT8002343","Die Cast Part Shot","2","15.05","D06-Trim Damage","DCM A4 116","CD6 Exp Case Wip",,,"$31.29","$62.58","CAV 7"
